date,항구,total_weight,total_amount,trade_count,price_per_kg,region_id,weather_region,wind_speed,water_temp,month,weekday,season_peak
2023-09-27,삼천포,114,135000,4,1184.2105263157894,2,삼천포,4.5,26.15,9,2,1
2023-10-03,삼천포,1043,1362000,11,1305.8485139022052,2,삼천포,0.7999999999999999,25.475,10,1,1
2023-10-04,삼천포,403,794000,7,1970.2233250620347,2,삼천포,1.875,25.125,10,2,1
2023-10-05,삼천포,37625,136663000,31,3632.2392026578073,2,삼천포,4.325,24.8,10,3,1
2023-10-06,삼천포,102,196000,4,1921.5686274509803,2,삼천포,2.875,24.375,10,4,1
2023-10-07,삼천포,90,122000,3,1355.5555555555557,2,삼천포,1.45,24.200000000000003,10,5,1
2023-10-09,삼천포,396,1108000,5,2797.979797979798,2,삼천포,1.55,23.85,10,0,1
2023-10-10,삼천포,1075,1543000,13,1435.3488372093022,2,삼천포,2.9,23.65,10,1,1
2023-10-11,삼천포,296,845000,4,2854.7297297297296,2,삼천포,0.9,23.525,10,2,1
2023-10-12,삼천포,623,1074000,7,1723.916532905297,2,삼천포,2.2,23.25,10,3,1
2023-10-13,삼천포,96,196000,4,2041.6666666666667,2,삼천포,1.425,23.2,10,4,1
2023-10-17,삼천포,85,246000,5,2894.1176470588234,2,삼천포,2.825,22.6,10,1,1
2023-10-18,삼천포,160,295000,2,1843.75,2,삼천포,1.75,22.4,10,2,1
2023-10-19,삼천포,320,642000,3,2006.25,2,삼천포,2.125,22.425,10,3,1
2023-10-20,삼천포,395,1075000,13,2721.518987341772,2,삼천포,3.1,22.4,10,4,1
2023-10-21,삼천포,232,420000,9,1810.344827586207,2,삼천포,5.75,21.75,10,5,1
2023-10-23,삼천포,540,853000,10,1579.6296296296296,2,삼천포,1.675,21.25,10,0,1
2023-10-24,삼천포,288,455000,8,1579.861111111111,2,삼천포,1.375,21.325,10,1,1
2023-10-25,삼천포,435,651000,8,1496.551724137931,2,삼천포,2.0,21.325,10,2,1
2023-10-26,삼천포,130,254000,5,1953.8461538461538,2,삼천포,1.775,21.25,10,3,1
2023-10-27,삼천포,260,626000,10,2407.6923076923076,2,삼천포,3.35,21.05,10,4,1
2023-10-28,삼천포,240,441000,3,1837.5,2,삼천포,1.425,20.8,10,5,1
2023-10-30,삼천포,3001,11147000,33,3714.4285238253915,2,삼천포,1.25,20.55,10,0,1
2023-10-31,삼천포,5408,25383000,31,4693.602071005917,2,삼천포,1.525,20.475,10,1,1
2023-11-01,삼천포,441,673000,7,1526.077097505669,2,삼천포,1.125,20.4,11,2,1
2023-11-02,삼천포,686,1037000,4,1511.661807580175,2,삼천포,1.625,20.425,11,3,1
2023-11-03,삼천포,394,700000,7,1776.6497461928934,2,삼천포,1.475,20.475,11,4,1
2023-11-04,삼천포,786,1614000,16,2053.4351145038167,2,삼천포,2.05,20.5,11,5,1
2023-11-06,삼천포,10718,34773000,67,3244.355290166076,2,삼천포,6.9,20.45,11,0,1
2023-11-07,삼천포,1497,2869000,11,1916.4996659986639,2,삼천포,5.2,19.825,11,1,1
2023-11-08,삼천포,662,1345000,12,2031.7220543806648,2,삼천포,1.7999999999999998,19.45,11,2,1
2023-11-09,삼천포,815,1662000,7,2039.2638036809815,2,삼천포,1.05,19.475,11,3,1
2023-11-10,삼천포,5556,20544000,41,3697.6241900647947,2,삼천포,3.975,19.4,11,4,1
2023-11-11,삼천포,4314,16413000,32,3804.5897079276774,2,삼천포,2.85,18.925,11,5,1
2023-11-13,삼천포,5451,17812000,27,3267.6573105852135,2,삼천포,4.4,17.725,11,0,1
2023-11-14,삼천포,648,1544000,9,2382.716049382716,2,삼천포,1.775,17.4,11,1,1
2023-11-15,삼천포,620,1764000,7,2845.1612903225805,2,삼천포,1.425,17.275,11,2,1
2023-11-16,삼천포,2288,7409000,36,3238.1993006993007,2,삼천포,1.75,17.15,11,3,1
2023-11-17,삼천포,15936,55564000,78,3486.6967871485945,2,삼천포,5.225,16.85,11,4,1
2023-11-18,삼천포,352,809000,4,2298.2954545454545,2,삼천포,7.35,16.075,11,5,1
2023-11-20,삼천포,3117,13494000,20,4329.162656400385,2,삼천포,2.65,15.55,11,0,1
2023-11-21,삼천포,473,1360000,8,2875.264270613108,2,삼천포,1.3,15.575,11,1,1
2023-11-22,삼천포,403,1077000,6,2672.456575682382,2,삼천포,1.625,15.65,11,2,1
2023-11-23,삼천포,1332,3346000,26,2512.012012012012,2,삼천포,3.25,15.825,11,3,1
2023-11-24,삼천포,10150,33626000,80,3312.906403940887,2,삼천포,4.675,15.575,11,4,1
2023-11-25,삼천포,110,287000,5,2609.090909090909,2,삼천포,2.825,15.1,11,5,1
2023-11-27,삼천포,20404,73946000,54,3624.0933150362675,2,삼천포,1.2,14.65,11,0,1
2023-11-28,삼천포,1166,3910000,34,3353.344768439108,2,삼천포,6.0,14.375,11,1,1
2023-11-29,삼천포,48,122000,4,2541.6666666666665,2,삼천포,3.3,13.95,11,2,1
2023-11-30,삼천포,194,500000,11,2577.319587628866,2,삼천포,4.35,13.6,11,3,1
2023-12-01,삼천포,294,583000,8,1982.9931972789116,2,삼천포,3.175,13.425,12,4,1
2023-12-02,삼천포,5377,23996000,20,4462.711549190999,2,삼천포,2.375,13.2,12,5,1
2023-12-04,삼천포,20487,72515500,54,3539.586078976912,2,삼천포,2.325,13.025,12,0,1
2023-12-05,삼천포,251,678000,7,2701.195219123506,2,삼천포,1.725,13.1,12,1,1
2023-12-06,삼천포,7201,30513000,28,4237.328148868212,2,삼천포,0.7749999999999999,13.05,12,2,1
2023-12-07,삼천포,26247,104375000,72,3976.644949899036,2,삼천포,2.6,12.975,12,3,1
2023-12-08,삼천포,11987,42975000,39,3585.133895052974,2,삼천포,1.3,13.075,12,4,1
2023-12-09,삼천포,4274,15508000,21,3628.451099672438,2,삼천포,1.175,13.2,12,5,1
2023-12-11,삼천포,12170,42891000,47,3524.3221035332786,2,삼천포,1.35,13.375,12,0,1
2023-12-12,삼천포,4945,17643000,27,3567.8463094034378,2,삼천포,0.4499999999999999,13.325,12,1,1
2023-12-13,삼천포,5000,18950000,30,3790.0,2,삼천포,1.85,13.25,12,2,1
2023-12-14,삼천포,4380,16403000,15,3744.9771689497716,2,삼천포,1.525,13.275,12,3,1
2023-12-15,삼천포,21590,79578500,80,3685.8962482630845,2,삼천포,2.075,13.15,12,4,1
2023-12-16,삼천포,1518,4663000,5,3071.8050065876155,2,삼천포,7.449999999999999,13.0,12,5,1
2023-12-18,삼천포,800,2367000,4,2958.75,2,삼천포,3.95,11.8,12,0,1
2023-12-19,삼천포,4443,19511000,30,4391.402205716858,2,삼천포,1.275,11.85,12,1,1
2023-12-20,삼천포,15329,61475000,82,4010.372496575119,2,삼천포,6.825,11.75,12,2,1
2023-12-21,삼천포,30,71000,3,2366.6666666666665,2,삼천포,3.175,10.8,12,3,1
2023-12-22,삼천포,3846,16622000,14,4321.892875715029,2,삼천포,3.45,10.525,12,4,1
2023-12-23,삼천포,7314,28239000,32,3860.9515996718624,2,삼천포,2.8000000000000003,10.275,12,5,1
2023-12-25,삼천포,7535,28663000,48,3803.981420039814,2,삼천포,3.2,10.2,12,0,1
2023-12-26,삼천포,5383,20904000,29,3883.336429500279,2,삼천포,2.3,10.075,12,1,1
2023-12-27,삼천포,85,270000,2,3176.470588235294,2,삼천포,1.175,10.2,12,2,1
2023-12-28,삼천포,4380,19777000,18,4515.296803652968,2,삼천포,2.35,10.0,12,3,1
2023-12-29,삼천포,5334,21638000,19,4056.617922759655,2,삼천포,1.75,9.925,12,4,1
2024-01-01,삼천포,21214,78809000,65,3714.9523899311775,2,삼천포,1.15,9.775,1,0,0
2024-01-02,삼천포,72,198000,4,2750.0,2,삼천포,1.925,9.825,1,1,0
2024-01-03,삼천포,16294,63351000,60,3887.995581195532,2,삼천포,4.05,9.9,1,2,0
2024-01-04,삼천포,1408,5816000,10,4130.681818181818,2,삼천포,2.725,9.8,1,3,0
2024-01-05,삼천포,4430,17828000,23,4024.3792325056434,2,삼천포,2.25,9.8,1,4,0
2024-01-06,삼천포,2415,12007000,12,4971.84265010352,2,삼천포,2.2,10.025,1,5,0
2024-01-08,삼천포,24373,99662000,62,4089.032946293029,2,삼천포,1.975,9.575,1,0,0
2024-01-09,삼천포,638,2535000,11,3973.3542319749217,2,삼천포,1.7,9.525,1,1,0
2024-01-10,삼천포,10394,42391000,71,4078.410621512411,2,삼천포,2.75,9.675,1,2,0
2024-01-11,삼천포,11324,55430000,23,4894.913458141999,2,삼천포,4.7,9.55,1,3,0
2024-01-12,삼천포,4398,20764000,14,4721.236925875398,2,삼천포,2.925,9.325,1,4,0
2024-01-13,삼천포,15980,67653000,37,4233.60450563204,2,삼천포,2.45,9.225,1,5,0
2024-01-15,삼천포,28301,109230000,59,3859.5809335359177,2,삼천포,4.075,9.275,1,0,0
2024-01-17,삼천포,54,110000,2,2037.037037037037,2,삼천포,1.025,9.2,1,2,0
2024-01-18,삼천포,16848,79613000,40,4725.367996201329,2,삼천포,0.575,9.275,1,3,0
2024-01-19,삼천포,16032,78457000,68,4893.774950099801,2,삼천포,1.25,9.25,1,4,0
2024-01-20,삼천포,18,30000,1,1666.6666666666667,2,삼천포,1.7999999999999998,9.35,1,5,0
2024-01-22,삼천포,9346,56052000,69,5997.4320564947575,2,삼천포,6.1,9.275,1,0,0
2024-01-26,삼천포,12765,61762000,23,4838.386212299256,2,삼천포,2.7,8.05,1,4,0
2024-01-27,삼천포,7935,37951000,11,4782.734719596723,2,삼천포,2.3000000000000003,8.05,1,5,0
2024-01-29,삼천포,17051,90864000,47,5328.954313529998,2,삼천포,1.775,7.949999999999999,1,0,0
2024-01-30,삼천포,2582,13623000,20,5276.142525174284,2,삼천포,0.825,8.0,1,1,0
2024-01-31,삼천포,18,40000,1,2222.222222222222,2,삼천포,1.15,8.174999999999999,1,2,0
2024-02-01,삼천포,12211,58419000,38,4784.129063958726,2,삼천포,1.275,8.3,2,3,0
2024-02-02,삼천포,15478,63794000,61,4121.5919369427575,2,삼천포,1.925,8.425,2,4,0
2024-02-03,삼천포,4605,19018000,14,4129.85884907709,2,삼천포,1.225,8.475,2,5,0
2024-02-05,삼천포,27006,97126600,102,3596.4822632007704,2,삼천포,2.225,8.649999999999999,2,0,0
2024-02-08,삼천포,23212,77099000,85,3321.514733758401,2,삼천포,0.725,8.7,2,3,0
2024-02-13,삼천포,1838,8766000,13,4769.3144722524485,2,삼천포,1.3,8.475,2,1,0
2024-02-14,삼천포,10997,46842000,47,4259.525325088661,2,삼천포,1.425,8.675,2,2,0
2024-02-15,삼천포,5186,21133000,30,4075.0096413420747,2,삼천포,1.95,8.850000000000001,2,3,0
2024-02-16,삼천포,108,270000,6,2500.0,2,삼천포,2.625,9.0,2,4,0
2024-02-17,삼천포,4462,19469000,8,4363.2900044822945,2,삼천포,1.45,9.075,2,5,0
2024-02-19,삼천포,635,1632000,21,2570.0787401574803,2,삼천포,3.5,9.1,2,0,0
2024-02-20,삼천포,736,2189000,20,2974.1847826086955,2,삼천포,2.3,9.45,2,1,0
2024-02-21,삼천포,5,30000,1,6000.0,2,삼천포,0.5,9.55,2,2,0
2024-02-24,삼천포,3496,14734000,31,4214.5308924485125,2,삼천포,1.425,9.5,2,5,0
2024-02-26,삼천포,2346,11134000,21,4745.950554134697,2,삼천포,1.625,9.375,2,0,0
2024-02-27,삼천포,1347,5425000,28,4027.4684484038603,2,삼천포,2.125,9.425,2,1,0
2024-02-28,삼천포,3128,18658000,32,5964.833759590792,2,삼천포,1.775,9.5,2,2,0
2024-02-29,삼천포,2414,12195000,47,5051.7812758906375,2,삼천포,2.875,9.6,2,3,0
2024-03-01,삼천포,813,4418000,15,5434.194341943419,2,삼천포,4.375,9.5,3,4,0
2024-03-02,삼천포,1518,8729000,30,5750.329380764163,2,삼천포,2.575,9.25,3,5,0
2024-03-04,삼천포,72,180000,4,2500.0,2,삼천포,0.85,9.35,3,0,0
2024-03-05,삼천포,10837,65673000,83,6060.071975639014,2,삼천포,1.75,9.4,3,1,0
2024-03-06,삼천포,238,1018000,7,4277.310924369748,2,삼천포,2.65,9.65,3,2,0
2024-03-07,삼천포,414,2619000,9,6326.086956521739,2,삼천포,1.725,9.725,3,3,0
2024-03-08,삼천포,4503,29555000,52,6563.402176326893,2,삼천포,4.4,9.775,3,4,0
2024-03-09,삼천포,667,4573000,8,6856.071964017991,2,삼천포,3.075,9.725,3,5,0
2024-03-11,삼천포,5383,39077000,38,7259.3349433401445,2,삼천포,1.175,9.95,3,0,0
2024-03-12,삼천포,6289,35285000,59,5610.5899189060265,2,삼천포,1.4500000000000002,9.975,3,1,0
2024-03-13,삼천포,2669,15059000,23,5642.188085425253,2,삼천포,1.5750000000000002,10.175,3,2,0
2024-03-14,삼천포,1820,8398000,45,4614.285714285715,2,삼천포,2.275,10.3,3,3,0
2024-03-15,삼천포,72,169000,4,2347.222222222222,2,삼천포,1.65,10.425,3,4,0
2024-03-16,삼천포,2579,17254000,40,6690.189996122528,2,삼천포,0.95,10.575,3,5,0
2024-03-18,삼천포,1691,9629000,32,5694.263749260793,2,삼천포,1.95,11.125,3,0,0
2024-03-19,삼천포,13174,61620000,56,4677.394868680734,2,삼천포,4.25,11.175,3,1,0
2024-03-20,삼천포,113,333000,6,2946.902654867257,2,삼천포,6.3,10.95,3,2,0
2024-03-22,삼천포,1935,11840000,29,6118.8630490956075,2,삼천포,2.375,11.0,3,4,0
2024-03-23,삼천포,2066,15203000,23,7358.6640851887705,2,삼천포,2.5,11.0,3,5,0
2024-03-25,삼천포,4719,30851000,54,6537.6139012502645,2,삼천포,1.325,11.45,3,0,0
2024-03-27,삼천포,16698,118919000,34,7121.751107917115,2,삼천포,1.7000000000000002,11.65,3,2,0
2024-03-28,삼천포,1518,13178000,14,8681.159420289856,2,삼천포,0.925,11.675,3,3,0
2024-03-29,삼천포,4849,43317000,29,8933.182099401938,2,삼천포,1.85,11.725,3,4,0
2024-04-01,삼천포,16239,157159000,70,9677.874253340722,2,삼천포,1.85,12.325,4,0,0
2024-04-02,삼천포,7523,65752000,43,8740.130267180646,2,삼천포,0.5,12.425,4,1,0
2024-04-03,삼천포,1821,16613000,41,9123.009335529929,2,삼천포,0.775,12.55,4,2,0
2024-04-04,삼천포,83,325000,4,3915.6626506024095,2,삼천포,0.475,12.775,4,3,0
2024-04-05,삼천포,6177,61566000,40,9966.9742593492,2,삼천포,1.725,12.925,4,4,0
2024-04-06,삼천포,54,240000,2,4444.444444444444,2,삼천포,1.325,13.075,4,5,0
2024-04-08,삼천포,3754,23770000,33,6331.9126265317,2,삼천포,1.15,13.15,4,0,0
2024-04-09,삼천포,430,1811000,13,4211.627906976744,2,삼천포,1.525,13.3,4,1,0
2024-04-10,삼천포,18,60000,1,3333.3333333333335,2,삼천포,1.475,13.4,4,2,0
2024-04-11,삼천포,391,3140000,8,8030.690537084399,2,삼천포,0.5,13.55,4,3,0
2024-04-12,삼천포,731,6351000,10,8688.098495212038,2,삼천포,0.675,13.625,4,4,0
2024-04-13,삼천포,144,950000,5,6597.222222222223,2,삼천포,0.875,13.9,4,5,0
2024-04-15,삼천포,1096,7175000,31,6546.532846715329,2,삼천포,1.675,14.15,4,0,0
2024-04-16,삼천포,36,182000,2,5055.555555555556,2,삼천포,1.275,14.4,4,1,0
2024-04-18,삼천포,162,905000,5,5586.419753086419,2,삼천포,1.25,14.9,4,3,0
2024-04-19,삼천포,54,383000,2,7092.592592592592,2,삼천포,1.825,15.025,4,4,0
2024-04-20,삼천포,4493,29376000,31,6538.1704874248835,2,삼천포,1.225,15.1,4,5,0
2024-04-22,삼천포,853,5085000,20,5961.313012895663,2,삼천포,1.5,14.95,4,0,0
2024-04-23,삼천포,270,1198000,12,4437.037037037037,2,삼천포,0.2,15.2,4,1,0
2024-04-29,삼천포,616,2936000,14,4766.233766233766,2,삼천포,0.625,16.35,4,0,0
2024-04-30,삼천포,1258,9741000,5,7743.243243243243,2,삼천포,0.5,16.3,4,1,0
2024-05-01,삼천포,644,5607000,6,8706.521739130434,2,삼천포,1.05,16.475,5,2,0
2024-06-05,삼천포,5,25000,1,5000.0,2,삼천포,1.625,20.75,6,2,0
2024-06-10,삼천포,260,2548000,1,9800.0,2,삼천포,1.925,20.9,6,0,0
2024-06-11,삼천포,1474,4923000,9,3339.89145183175,2,삼천포,1.275,21.175,6,1,0
2024-06-12,삼천포,342,2116000,7,6187.1345029239765,2,삼천포,1.325,21.5,6,2,0
2024-06-13,삼천포,480,4458000,5,9287.5,2,삼천포,0.9,21.775,6,3,0
2024-06-14,삼천포,200,1338000,6,6690.0,2,삼천포,1.4,22.025,6,4,0
2024-06-15,삼천포,140,1250000,3,8928.57142857143,2,삼천포,0.575,22.35,6,5,0
2024-06-17,삼천포,40,280000,2,7000.0,2,삼천포,0.65,22.7,6,0,0
2024-06-19,삼천포,18,25000,1,1388.888888888889,2,삼천포,1.25,22.4,6,2,0
2024-06-20,삼천포,20,75000,1,3750.0,2,삼천포,1.75,22.325,6,3,0
2024-06-21,삼천포,110,1298000,3,11800.0,2,삼천포,1.25,22.1,6,4,0
2024-06-24,삼천포,18,105000,1,5833.333333333333,2,삼천포,1.4249999999999998,22.15,6,0,0
2024-06-28,삼천포,18,30000,1,1666.6666666666667,2,삼천포,2.2,22.05,6,4,0
2024-06-29,삼천포,20,40000,1,2000.0,2,삼천포,1.85,22.05,6,5,0
2024-07-01,삼천포,140,1520000,3,10857.142857142857,2,삼천포,2.225,22.175,7,0,0
2024-07-02,삼천포,82,505000,4,6158.536585365854,2,삼천포,2.1,22.3,7,1,0
2024-07-03,삼천포,144,921000,5,6395.833333333333,2,삼천포,2.125,22.725,7,2,0
2024-07-04,삼천포,390,4950000,5,12692.307692307691,2,삼천포,1.975,23.025,7,3,0
2024-07-05,삼천포,726,8728000,7,12022.038567493113,2,삼천포,3.2,23.2,7,4,0
2024-07-06,삼천포,482,4859000,12,10080.91286307054,2,삼천포,2.125,23.4,7,5,0
2024-07-08,삼천포,986,8882000,15,9008.113590263692,2,삼천포,2.2,23.075,7,0,0
2024-07-09,삼천포,220,1443000,8,6559.090909090909,2,삼천포,1.375,22.65,7,1,0
2024-07-10,삼천포,38,50000,2,1315.7894736842106,2,삼천포,2.4,22.575,7,2,0
2024-07-11,삼천포,319,3108000,7,9742.94670846395,2,삼천포,0.55,22.65,7,3,0
2024-07-12,삼천포,85,765000,3,9000.0,2,삼천포,2.0,22.575,7,4,0
2024-07-13,삼천포,724,3157000,20,4360.49723756906,2,삼천포,0.7,22.775,7,5,0
2024-07-15,삼천포,2502,18841000,27,7530.3756994404475,2,삼천포,0.25,22.85,7,0,0
2024-07-16,삼천포,478,4626000,3,9677.824267782427,2,삼천포,0.45,22.775,7,1,0
2024-07-17,삼천포,65,440000,3,6769.2307692307695,2,삼천포,1.65,22.725,7,2,0
2024-07-18,삼천포,120,323000,6,2691.6666666666665,2,삼천포,1.9,23.125,7,3,0
2024-07-19,삼천포,432,3092000,7,7157.407407407408,2,삼천포,1.35,22.9,7,4,0
2024-07-20,삼천포,612,2543000,15,4155.228758169935,2,삼천포,0.5,22.45,7,5,0
2024-07-22,삼천포,330,1896000,10,5745.454545454545,2,삼천포,1.15,22.75,7,0,0
2024-07-23,삼천포,195,2128000,6,10912.820512820514,2,삼천포,1.7000000000000002,22.7,7,1,0
2024-07-24,삼천포,280,2950000,4,10535.714285714286,2,삼천포,1.4,22.35,7,2,0
2024-07-25,삼천포,100,1095000,3,10950.0,2,삼천포,1.05,22.375,7,3,0
2024-07-26,삼천포,565,3896000,13,6895.575221238938,2,삼천포,2.525,22.65,7,4,0
2024-07-27,삼천포,64,748000,3,11687.5,2,삼천포,2.1,22.875,7,5,0
2024-07-29,삼천포,319,3092000,5,9692.789968652038,2,삼천포,11.2,23.700000000000003,7,0,0
2024-07-30,삼천포,254,2535000,5,9980.314960629921,2,삼천포,2.825,24.25,7,1,0
2024-07-31,삼천포,149,1608000,4,10791.946308724831,2,삼천포,2.725,23.625,7,2,0
2024-08-01,삼천포,218,1897000,5,8701.834862385322,2,삼천포,0.95,23.725,8,3,0
2024-08-02,삼천포,126,1090000,3,8650.79365079365,2,삼천포,1.2,23.5,8,4,0
2024-08-03,삼천포,77,685000,3,8896.103896103896,2,삼천포,1.375,23.45,8,5,0
2024-08-05,삼천포,69,360000,3,5217.391304347826,2,삼천포,1.25,23.075000000000003,8,0,0
2024-08-06,삼천포,72,228000,3,3166.6666666666665,2,삼천포,1.65,22.975,8,1,0
2024-08-07,삼천포,90,1210000,2,13444.444444444445,2,삼천포,1.6,22.875,8,2,0
2024-08-08,삼천포,18,140000,1,7777.777777777777,2,삼천포,0.925,22.825,8,3,0
2024-08-09,삼천포,18,43000,1,2388.8888888888887,2,삼천포,1.65,23.075,8,4,0
2024-08-12,삼천포,72,628000,2,8722.222222222223,2,삼천포,0.425,23.95,8,0,0
2024-08-13,삼천포,144,1680000,1,11666.666666666666,2,삼천포,1.0,24.35,8,1,0
2024-08-14,삼천포,108,1140000,1,10555.555555555555,2,삼천포,0.475,24.675,8,2,0
2024-08-15,삼천포,108,996000,1,9222.222222222223,2,삼천포,0.925,25.55,8,3,0
2024-08-17,삼천포,36,120000,1,3333.3333333333335,2,삼천포,0.65,27.975,8,5,0
2024-08-23,삼천포,108,304000,4,2814.814814814815,2,삼천포,1.65,29.575,8,4,0
2024-08-24,삼천포,54,135000,1,2500.0,2,삼천포,1.725,29.5,8,5,0
2024-08-26,삼천포,18,20000,1,1111.111111111111,2,삼천포,1.5,28.425,8,0,0
2024-08-27,삼천포,72,172000,2,2388.8888888888887,2,삼천포,1.5750000000000002,28.425,8,1,0
2024-08-28,삼천포,202,447000,2,2212.871287128713,2,삼천포,3.7,28.1,8,2,0
2024-08-29,삼천포,40,90000,1,2250.0,2,삼천포,4.8,27.925,8,3,0
2024-08-30,삼천포,18,30000,1,1666.6666666666667,2,삼천포,3.725,27.875,8,4,0
2024-09-02,삼천포,9594,17722000,5,1847.196164269335,2,삼천포,1.125,28.425,9,0,1
2024-09-03,삼천포,828,990000,3,1195.6521739130435,2,삼천포,1.275,28.5,9,1,1
2024-09-04,삼천포,20,35000,1,1750.0,2,삼천포,1.9,28.425,9,2,1
2024-09-05,삼천포,65,135000,3,2076.923076923077,2,삼천포,1.55,28.425,9,3,1
2024-09-06,삼천포,15,120000,2,8000.0,2,삼천포,1.2000000000000002,28.625,9,4,1
2024-09-07,삼천포,94,182000,5,1936.1702127659576,2,삼천포,1.375,28.7,9,5,1
2024-09-09,삼천포,86,267000,6,3104.6511627906975,2,삼천포,1.475,28.925,9,0,1
2024-09-10,삼천포,18,18000,1,1000.0,2,삼천포,0.875,29.1,9,1,1
2024-09-12,삼천포,1026,1278000,2,1245.6140350877192,2,삼천포,1.0,29.15,9,3,1
2024-09-13,삼천포,426,496000,2,1164.3192488262912,2,삼천포,1.25,29.525,9,4,1
2024-09-14,삼천포,6738,14038000,16,2083.407539329178,2,삼천포,1.525,29.75,9,5,1
2024-09-19,삼천포,10,30000,1,3000.0,2,삼천포,0.75,29.625,9,3,1
2024-09-20,삼천포,5,20000,1,4000.0,2,삼천포,2.275,29.725,9,4,1
2024-09-21,삼천포,20,42000,2,2100.0,2,삼천포,2.725,29.425,9,5,1
2024-09-23,삼천포,10,12000,1,1200.0,2,삼천포,2.175,28.525,9,0,1
2024-09-26,삼천포,25,203000,4,8120.0,2,삼천포,1.5,27.35,9,3,1
2024-09-27,삼천포,25,80000,2,3200.0,2,삼천포,1.575,27.35,9,4,1
2024-09-28,삼천포,180,474000,9,2633.3333333333335,2,삼천포,1.575,27.425,9,5,1
2024-09-30,삼천포,25,73000,2,2920.0,2,삼천포,1.4,27.075,9,0,1
2024-10-01,삼천포,23,105000,2,4565.217391304348,2,삼천포,1.825,27.05,10,1,1
2024-10-02,삼천포,41,137000,3,3341.4634146341464,2,삼천포,5.175000000000001,26.5,10,2,1
2024-10-03,삼천포,80,369000,5,4612.5,2,삼천포,3.95,25.975,10,3,1
2024-10-04,삼천포,936,2080000,1,2222.222222222222,2,삼천포,1.175,25.6,10,4,1
2024-10-05,삼천포,1295,2641000,5,2039.3822393822393,2,삼천포,2.225,25.475,10,5,1
2024-10-07,삼천포,176,465000,5,2642.0454545454545,2,삼천포,3.6,24.9,10,0,1
2024-10-08,삼천포,61,191000,6,3131.1475409836066,2,삼천포,1.75,24.675,10,1,1
2024-10-09,삼천포,357,889000,12,2490.1960784313724,2,삼천포,1.725,24.625,10,2,1
2024-10-10,삼천포,282,732000,6,2595.744680851064,2,삼천포,1.575,24.475,10,3,1
2024-10-11,삼천포,204,567000,7,2779.4117647058824,2,삼천포,1.375,24.45,10,4,1
2024-10-12,삼천포,269,693000,10,2576.208178438662,2,삼천포,1.4,24.475,10,5,1
2024-10-14,삼천포,892,2400000,17,2690.5829596412555,2,삼천포,1.525,24.475,10,0,1
2024-10-15,삼천포,566,1625000,18,2871.024734982332,2,삼천포,1.225,24.425,10,1,1
2024-10-16,삼천포,1491,4041000,9,2710.261569416499,2,삼천포,1.5,24.425,10,2,1
2024-10-17,삼천포,1828,4151000,16,2270.7877461706785,2,삼천포,0.4,24.375,10,3,1
2024-10-18,삼천포,3280,7487000,24,2282.621951219512,2,삼천포,1.275,24.25,10,4,1
2024-10-19,삼천포,6549,19061000,32,2910.5206901817073,2,삼천포,2.725,24.175,10,5,1
2024-10-21,삼천포,2041,4697000,13,2301.3228809407155,2,삼천포,1.45,23.475,10,0,1
2024-10-22,삼천포,2044,5069000,14,2479.941291585127,2,삼천포,0.95,23.35,10,1,1
2024-10-23,삼천포,3272,12612000,28,3854.5232273838633,2,삼천포,6.175000000000001,22.975,10,2,1
2024-10-24,삼천포,795,1852000,12,2329.5597484276727,2,삼천포,1.675,22.525,10,3,1
2024-10-25,삼천포,4198,17861000,25,4254.645069080514,2,삼천포,0.975,22.45,10,4,1
2024-10-26,삼천포,217,525000,12,2419.3548387096776,2,삼천포,1.375,22.35,10,5,1
2024-10-28,삼천포,1025,3604000,11,3516.0975609756097,2,삼천포,1.425,22.35,10,0,1
2024-10-29,삼천포,3644,14878000,29,4082.8759604829856,2,삼천포,1.0,22.175,10,1,1
2024-10-30,삼천포,225,709000,7,3151.1111111111113,2,삼천포,0.9666666666666668,22.166666666666668,10,2,1
2024-10-31,삼천포,1504,5761000,23,3830.4521276595747,2,삼천포,2.0,21.95,10,3,1
2024-11-01,삼천포,2299,9875000,12,4295.345802522836,2,삼천포,0.775,21.8,11,4,1
2024-11-02,삼천포,3754,14437000,30,3845.764517847629,2,삼천포,3.3,21.575,11,5,1
2024-11-04,삼천포,980,2749000,7,2805.1020408163267,2,삼천포,1.35,21.4,11,0,1
2024-11-05,삼천포,360,1172000,5,3255.5555555555557,2,삼천포,3.475,21.175,11,1,1
2024-11-06,삼천포,610,2419000,16,3965.5737704918033,2,삼천포,3.95,20.45,11,2,1
2024-11-07,삼천포,344,1440000,7,4186.046511627907,2,삼천포,1.65,20.15,11,3,1
2024-11-08,삼천포,6510,29672000,25,4557.910906298003,2,삼천포,2.025,20.1,11,4,1
2024-11-09,삼천포,2452,8772000,32,3577.487765089723,2,삼천포,1.35,20.05,11,5,1
2024-11-11,삼천포,1880,7611000,24,4048.404255319149,2,삼천포,1.55,20.0,11,0,1
2024-11-12,삼천포,221,548000,5,2479.6380090497737,2,삼천포,1.75,20.05,11,1,1
2024-11-13,삼천포,512,1075000,20,2099.609375,2,삼천포,1.25,19.925,11,2,1
2024-11-14,삼천포,220,548000,7,2490.909090909091,2,삼천포,1.175,19.875,11,3,1
2024-11-15,삼천포,174,376000,8,2160.919540229885,2,삼천포,0.9,19.85,11,4,1
